SL,EEG,BP,HR,CIRCULATION,ACTIVITY
4285.67,-721,11,79,317,2
12206.4,-2665.52,81,136,619,4
4282.99,-623,20,88,292,2
26678.2,-3229.8,26,174,1415,4
164645,-7409.85,74,352,6744,2
79650.6,-5740,60,272,3539,3
67.7433,-805,6,33,5,2
10534,-1654,38,113,653,0
35662.6,-4274.34,114,208,1691,4
161743,-8081.95,77,352,6744,0
10671.3,-2746.35,82,139,587,3
51941.1,-3270,20,188,2599,3
16556,-4562,56,206,809,0
83983,-4047,141,244,4151,0
69150,-4800,71,206,3532,0
412385,-8730,57,473,14125,3
16666.7,-3774.32,85,172,973,3
193095,-6398,17,353,6647,0
17270.9,-4124.56,34,183,931,1
4199.23,-1000,11,79,317,2
128791,-8466,116,296,4816,0
137509,-6183,102,356,4919,0
25829.4,-3365.31,39,174,1415,4
65642,-7630,83,299,2400,0
7389.39,-1601.06,50,93,545,3
89325.5,-4850,56,254,3885,4
34837,-1290,36,234,1581,3
528308,-11644,163,615,17503,0
90561.6,-4240,48,254,3885,3
415033,-7370,60,473,14125,3
144419,-6112.15,174,308,6057,4
72181,-6643,37,253,3134,0
25906.7,-3492.89,28,174,1415,4
9445.88,-2637.9,37,138,554,4
6298.31,-1643.11,38,92,459,3
37287,-3819,36,204,1526,0
30664.3,-3235.87,123,171,1747,5
4202.43,-1526.58,121,88,318,2
1171530,-17529,148,829,29096,0
433155,-19270,114,577,13655,0
12064.1,-2566.86,85,128,693,2
73772.1,-5230,20,249,3630,2
189517,-10948,199,336,6519,0
178161,-5650,72,403,6746,4
7350.97,-1622.71,54,93,545,2
7649,-2771,42,144,456,0
2945.66,-1182.27,43,67,224,3
5591,-2998,22,103,399,0
32653.4,-3511.5,76,176,1922,4
11044,-1893,18,131,694,0
142056,-4981,22,256,6278,0
178407,-7651,73,438,7216,0
50917.7,-3730,40,234,2464,3
4403.08,104,20,85,343,2
69248.5,-4180,67,224,2192,4
17314.7,-4063.25,35,183,931,1
81527.4,-6030,39,272,3539,3
474903,-11600,54,483,15505,3
38705.3,-4694.62,137,198,1521,0
139130,-8896,349,321,5528,0
71037.8,-5739.26,35,262,3211,5
27226.4,-2540,26,156,1364,3
189248,-8678,89,455,7723,0
145361,-10407,58,426,5536,0
4465.94,-2477.05,46,131,271,4
181109,-8215,105,334,7577,0
36834.4,-4020,44,196,1997,3
103142,-10075,54,335,4250,0
15127.5,-2712.63,57,134,970,3
3945.18,-1413.89,16,72,340,3
4110.14,-2240.61,70,101,249,4
38114.3,-3841.64,38,180,2054,5
69167,-3877.46,93,247,3373,1
25537.8,-2080,38,156,1364,2
100150,-6516,77,399,4359,0
20276,-2677,22,135,1114,0
5054.06,-2138.46,56,107,346,3
411649,-10600,69,473,14125,5
30265.3,-3277.25,117,171,1747,5
16848.7,-3702.28,93,172,973,2
11936.7,-2534.98,83,128,693,2
51831.4,-3190,29,188,2599,3
7302,-1119,11,98,516,0
12246.8,-2391.42,79,128,693,4
9523.84,-3050.25,99,130,490,2
16567,-3983.67,80,172,973,5
113284,-3250,44,235,4905,2
30314.6,-3323.14,120,171,1747,5
50166,-6551,149,249,2393,0
26780.5,-2827.61,91,156,1521,5
60650.9,-4750,27,247,2754,3
10558.3,-2809.1,97,139,587,2
60165.8,-4330,52,247,2754,5
9197.41,-3140.65,20,138,554,3
57433.6,-4586.52,124,217,2904,3
2096.18,-1046.58,23,54,165,2
161204,-7344.21,70,352,6744,3
206087,-6446,53,313,7214,0
110121,-4800,39,322,4619,3
79936.4,-5980,66,272,3539,3
29304,-3706,17,183,1162,0
329302,-8654,286,376,11715,0
10710,-4395,13,131,653,0
5200.68,-2219.3,50,107,346,3
25019.6,-3252.39,28,157,1519,3
3390.9,-743964,42,51,132,4
26714.9,-3700,30,156,1364,2
33050.9,-3587.86,96,176,1922,3
7138.97,-1629.51,53,93,545,4
82920,-6493,88,230,2825,0
25110,-3365,22,151,1411,0
9439.38,-2938.19,100,130,490,2
124274,-7919,40,372,5436,0
10415.6,-2743.04,98,139,587,4
12824,-2688.23,15,132,806,4
3522,-2341,4,63,118,0
235543,-12300,95,537,8350,3
4372.97,-1030,28,88,292,3
2169.42,-1128.22,20,54,165,2
26560,-2812,3,125,622,0
10504,-2947,69,181,591,0
163173,-11100,93,388,6290,3
139461,-9020,76,449,5537,2
52994,-7072,30,270,2533,0
85336,-7587,58,242,2125,0
162049,-10300,82,388,6290,3
86670.6,-3940,22,220,3450,4
16618.1,-1400.28,0,142,844,5
216522,-11270,196,379,6982,0
540960,-12723,82,411,12656,0
161203,-12100,79,388,6290,3
172124,-5540,69,403,6746,3
41308.2,-3676.48,33,193,2118,4
147946,-7278.3,184,362,5847,4
57558.9,-4541.52,139,217,2904,2
45565,-7086,98,192,1993,0
69110.4,-5182.96,141,247,3373,1
18354.2,-4410,33,168,772,4
74894,-4610,26,249,3630,3
26867.2,-3268.29,33,174,1415,4
13472.1,-2959.74,17,148,729,3
78261,-5360,50,272,3539,4
3305.24,-2470,15,86,205,5
28679.1,-3463.6,34,179,1626,4
116106,-5050,54,271,4426,2
23457,-2731.34,29,154,1252,4
1984.36,-1040.23,5,63,166,3
396734,-11776,80,488,13307,0
60891.7,-5400,33,247,2754,4
35268.7,-4408.82,126,208,1691,4
116715,-8716,59,308,4629,0
8792,-2015,39,102,515,0
50.3662,-458,8,33,5,1
793,-1597,3,46,64,0
1384.22,-922,24,51,102,5
39183.9,-3370,15,196,1885,3
4708.71,-1230,21,85,343,1
127483,-10062,46,326,5417,0
3005.61,-1143.66,14,71,249,2
51744.1,-5919.22,61,288,2334,5
7661.06,-1838.69,71,104,457,2
54676.6,-4380,64,224,2192,4
10939.1,-3170.76,41,156,654,4
4469.09,-660,21,88,292,4
9269.32,-3313.86,20,138,554,2
13796.7,-2431.73,95,120,809,3
141315,-5650,46,315,5844,3
13041.6,-1417.35,33,96,804,5
40505,-5947,90,190,1754,0
59849.4,-6620,31,247,2754,3
474782,-10700,44,483,15505,2
2659.98,-321,53,53,133,4
154244,-7299,34,312,6053,0
5255.52,-1994.32,50,107,346,3
16522.8,-2860.91,75,142,844,3
10148,-2145,52,135,622,0
39034.9,-4043.37,29,193,2118,4
17469,-3795,30,139,848,0
7857.99,-1821.07,64,104,457,4
28616.9,-3416.39,39,179,1626,5
9534.39,-2893.79,94,130,490,2
3501.67,-691557,27,51,132,4
517860,-10591,166,580,15334,0
9378.85,-3083.09,16,138,554,2
3827,-2712,0,71,224,0
4243.74,-1360,12,79,317,2
51203.5,-2960,25,188,2599,3
3360,-810727,50,51,132,2
5590,-2658,12,108,318,0
27005.7,-2330,27,166,1414,5
4253.1,-1427.83,122,88,318,3
10368.2,-2080,13,109,689,3
20415.8,-3426.71,78,163,1162,4
13172.7,-2874.01,14,133,726,0
51620.8,-4370,66,224,2192,2
51184,-2710,38,234,2464,2
101858,-8351,50,322,3634,0
109834,-5920,36,322,4619,3
238782,-8620,99,537,8350,3
56242.9,-2090,62,224,2192,4
99580,-8598,48,298,4428,0
410598,-7950,82,473,14125,5
41783,-7339,146,249,2067,0
7242,-2269,9,63,244,0
51576.2,-3850,30,234,2464,2
12409.2,-2660.8,88,136,619,4
3799,-1854,9,75,268,0
59075.2,-2480,65,223,2822,4
253758,-15030,87,581,9006,0
96593,-7286,42,277,4245,0
2245.46,-1124.15,20,54,165,1
1946.46,-1052.22,4,63,166,3
61186.5,-5360,38,247,2754,3
66310.8,-3170,52,224,2192,3
20324,-3497,94,163,1162,4
52755,-5704,44,233,2901,0
4070,-1446,25,137,119,0
141946,-1430,51,315,5844,3
26084.7,-3061.84,37,157,1519,3
9784.43,-2583.36,18,123,621,3
7843,-1599,21,133,488,0
144702,-6068.67,169,308,6057,3
141175,-6250.17,178,308,6057,3
206348,-7679,143,383,6080,0
2971.25,-1389.93,35,77,205,3
37054,-3707,27,200,1575,0
218754,-11806,91,434,8475,0
51165.2,-4120,24,188,2599,4
10314.6,-1390,33,154,587,3
412517,-8640,68,473,14125,4
3807,-2202,41,90,205,0
4455.68,-1262.52,16,72,340,3
12477,-2786,20,118,804,0
2485,-1233,4,65,202,0
13377.9,-1515.97,23,96,804,3
1428.32,-1025.26,42,52,133,1
70843,-4933,38,248,3296,0
51570,-2520,24,188,2599,5
95430,-8758,57,336,3544,0
38617.5,-3849.71,52,180,2054,5
411425,-11200,66,473,14125,3
7435.13,-1598.98,46,93,545,3
4028.35,-2154.04,70,101,249,4
36070.9,-4132.67,115,208,1691,5
12182.8,-2509.97,50,136,619,3
1281.23,-859523,11,51,102,5
25382.2,-725,16,166,1111,3
4088.74,-2233.88,70,101,249,4
114927,-4470,52,271,4426,2
39670.8,-2700,20,196,1885,3
1063600,-9678,468,725,26724,0
22034.3,-2939.93,86,145,1156,5
13250.4,-1535.58,24,96,804,2
91690,-7129,170,262,4337,0
130177,-9750,58,345,5325,0
7194.39,-1664.3,48,93,545,4
232239,-11828,251,353,9397,0
21213,-3414,34,164,1214,0
13480.9,-1536.9,20,96,804,3
10094.3,-2373.19,26,123,621,4
27380.7,-4319.43,53,214,1469,3
27446,-2926.87,103,158,1403,3
5487.75,-1520,17,79,292,2
80428.5,-7033.47,78,320,3466,5
5224,-2312,51,89,321,0
12798.6,-2695.26,91,136,619,3
159937,-9580,80,388,6290,3
45492.3,-2632.58,58,273,2061,5
117082,-8827,156,274,5417,0
4345.49,-787,14,88,292,1
50179.7,-3750,37,224,2192,3
10413.7,-3380,12,109,689,3
57.6518,-206,92,33,5,4
2791.08,-1180.43,36,67,224,3
2975.81,-1212.7,33,77,205,3
2156.32,-597916,7,43,161,5
177473,780,85,403,6746,3
27285,-4536,26,165,1470,0
240480,-3984,55,308,10216,0
13551,-3675,27,144,693,0
37867.7,-3907.84,43,180,2054,5
1712.17,-1376.47,21,76,147,5
6914.15,-1628.83,51,95,427,5
150126,-9530,76,449,5537,2
61875,-5602,56,274,2827,0
4847.29,-1490,23,85,343,1
10301.3,-3210,15,109,689,3
27883.5,-3564.6,81,214,1469,4
163476,-6264.29,75,352,6744,3
7419,-3252,27,118,455,0
540841,-9864,88,508,10409,0
12782.5,-2749.93,39,136,619,3
121650,-6226,89,334,4818,0
60315.6,-5420,28,247,2754,3
119699,-2730,45,235,4905,4
28167.8,-2640,30,194,1521,4
13531,-5314,12,136,691,0
142067,-6869.88,0,362,5847,4
46709.9,-5793.3,65,273,2061,4
38204.9,-3761.4,39,180,2054,5
471944,-11400,53,483,15505,3
2153.49,-573589,4,43,161,5
1353.88,-660352,29,40,100,3
12853.2,-2730.2,15,132,806,4
67829.7,-5417.43,142,247,3373,1
63816,-3966,27,251,3052,0
2803.59,-1193.65,38,67,224,3
1445.58,-945277,42,52,133,2
60999.8,-5470,24,247,2754,4
217684,-10402,95,472,8093,0
51972.9,-5675.93,73,288,2334,5
117406,-9155,66,332,4632,0
4681.57,-1800,11,85,343,5
88139,-7833,76,301,3715,0
4319,-1247,11,85,206,0
5104.18,-2040,7,79,292,2
34752.3,-4313.84,124,208,1691,4
16848,-4304.66,35,183,931,1
159779,-7795.62,70,352,6744,2
516222,-11547.8,138,540,18067,4
22672.8,-338,21,166,1111,4
1422530,-17263,129,875,36502,0
65723,-2300,64,224,2192,4
26830.4,-3438.43,42,174,1415,4
2192.48,-1098.98,20,54,165,2
17015.9,-2898.26,76,142,844,4
39165.9,-3928.65,37,193,2118,4
27729.3,-3120,22,166,1414,3
267799,-12500,75,540,8870,3
10552.6,-3120,14,109,689,4
37166.5,-3330,34,196,1997,3
14113.8,-2409.68,77,120,809,3
5246.41,-2090.02,58,107,346,2
11446.6,-3339.18,34,156,654,4
5346.71,-1820,25,85,343,1
70301,-5731,31,266,3132,0
164469,-8362,15,308,5115,0
205471,-8641,176,380,7457,0
141665,-4180,37,315,5844,3
13443.2,-1519.68,19,96,804,3
5041.51,-2172.72,62,107,346,3
7593.53,-1759.44,63,104,457,2
12004.9,-1789.37,9,105,765,2
2734.66,-1395.11,44,67,224,4
35374.8,-4395.87,131,208,1691,4
7767.64,-2012.83,65,107,431,0
144684,-5799.58,169,308,6057,4
59403.4,-6663.1,159,305,2610,2
58.6641,-177,92,33,5,4
4888,-2441,17,90,346,0
10332.1,-2660,15,109,689,3
160313,-9330,93,388,6290,3
38441,-5263,39,239,1937,0
173496,-3130,71,403,6746,3
181521,-9108,78,397,6633,0
201103,-8861,90,402,6755,0
46116.9,-2350,43,223,2059,3
53818,-531,6,33,5,1
9491.9,-1894.59,72,107,517,4
204870,-6392,94,258,3209,0
196938,-10557,87,438,6987,0
7653.58,-1770,12,111,453,5
160910,-8350,89,388,6290,3
52.3816,-271,96,33,5,3
516473,-11535.9,148,540,18067,4
309715,-7340,102,537,8350,4
18473,-6085,26,195,1070,0
3017.88,-1149.57,37,71,249,2
37090.3,-3710,37,196,1997,4
21370.6,-2920.12,73,145,1156,4
16805.3,-2760.98,84,142,844,3
15789,-5343,100,186,934,0
53818,-5324,31,198,2671,0
69147.1,-5194.66,145,247,3373,1
10629.5,-2774.98,81,139,587,3
73718.9,-4680,27,249,3630,2
2717,-1531,6,67,221,0
12870,-4907,25,173,767,0
12150.2,-1822.36,8,105,765,3
276713,-11365,67,504,9413,0
7351.58,-1623.49,50,93,545,2
53.6969,-267,8,33,5,1
17186.2,-4266.88,35,183,931,1
26252.8,-3423.29,26,174,1415,4
3921.14,-2050.75,73,101,249,4
10525.3,-2500,40,154,587,3
26469.3,-1950,18,156,1364,3
116176,-12487,68,415,4717,0
139953,-4810,38,315,5844,3
26379,-3756,22,178,1412,0
4058.54,-2283.05,75,101,249,4
7271.86,-1647.73,49,93,545,3
4754.49,-2634.73,25,131,271,4
4762.29,-1010,21,85,343,1
28460,-4927,21,183,1522,0
49334.2,-5850,25,215,2188,3
163376,-8880,88,449,5537,2
23503,-5542,41,223,1209,0
26827,-5310,54,227,1368,0
13947.7,-2408.7,85,120,809,3
6411.89,-1982.53,66,92,459,0
14165.7,-2592.93,91,120,809,0
71700.2,-5542.49,30,262,3211,5
140643,-6235.78,169,308,6057,3
12650,-3142,18,134,733,0
4159.08,-2253.14,69,101,249,4
3144.94,-1214.03,36,71,249,3
8903,-2398,11,144,554,0
22923.2,-974,29,166,1111,3
170244,-6900,136,330,6855,0
5370,-1610,11,79,292,2
98479.9,-5678.26,55,294,4249,5
110989,-5480,32,322,4619,3
11283.7,-1908.66,17,102,764,4
47445.4,-5190,26,215,2188,3
5171.21,-1440,24,85,343,1
43564,-5316,116,232,1874,0
473368,-14600,58,483,15505,3
348127,-15021,74,473,11118,0
204870,-7639,129,381,6198,0
52415,-5180,301,216,2600,0
40825.9,-3884.51,28,193,2118,4
6542.92,-1950,24,119,395,5
30558.3,-3357.82,128,171,1747,5
7467.09,-1809.98,65,104,457,3
29958.4,-3176.13,107,171,1747,5
13581.5,-1541.18,13,96,804,2
8996,-2841,6,118,455,0
51517.8,-6141.18,44,288,2334,4
58405.5,-4790,31,223,2822,4
17073,-3755.47,77,172,973,3
30605,-3693,67,186,1806,0
75683,-5385.17,67,262,3211,5
110893,-6300,40,322,4619,3
4650,-3526,28,133,251,0
30396.4,-3514.52,118,171,1747,5
111095,-7160,48,322,4619,4
53198.6,-4211.24,96,209,2534,5
144497,-12470,100,491,5539,0
49612.8,-4690,29,215,2188,4
49600.6,-4620,37,215,2188,3
103937,-9315,59,283,4238,0
62152,-6806,213,274,2760,0
374162,-14448,230,515,13303,0
260940,-8680,72,540,8870,3
61203.4,-5590,38,247,2754,3
279500,-9601.31,76,468,9276,5
49833.5,-5370,34,215,2188,3
7346.14,-1642.39,49,93,545,2
117478,-5440,52,271,4426,3
5454.07,-1600,17,79,292,2
10254.6,-3310,16,109,689,3
123064,-8862,67,390,4923,0
34468,-4616.79,130,208,1691,4
71635.2,-5387.12,42,262,3211,5
270500,-10800,73,540,8870,4
254469,-12500,79,540,8870,3
20053.2,-2960.02,68,145,1156,3
117948,-4020,58,271,4426,3
11263.4,-3046.97,33,156,654,4
4334.18,-1820,14,79,317,2
117461,-9463,43,317,4723,0
9620.32,-3041.47,98,130,490,2
27990,-4427,32,200,1582,0
26231.3,-3364.88,26,174,1415,4
34285.5,-1880,37,166,1414,4
2965.88,-1448.7,71,87,168,0
283736,-12700,73,540,8870,3
1942.64,-1085.5,5,63,166,3
239187,-10100,96,537,8350,4
1349.06,-264216,0,40,100,3
79059.4,-7134.56,71,320,3466,5
38043.1,-4166.94,134,205,1751,2
67198.7,-2470,52,223,2059,2
60134,-9203,126,263,2535,0
342765,-8290,126,462,11563,5
82645,-8008,63,324,3549,0
14084.4,-1475.26,13,96,804,3
11051.1,-1942.5,20,102,764,4
1316.17,-643081,30,40,100,2
60587.7,-2490,61,223,2822,4
199463,-9000,54,390,7459,3
68916.3,-5195.57,144,247,3373,1
9009.24,-1906.93,69,107,517,4
35152.8,-4515.97,125,208,1691,5
16777,-5085,52,180,895,0
71253.2,-5399.54,46,262,3211,5
52.8183,-437,8,33,5,1
22860,-3547,25,114,809,0
9454.27,-2520,34,154,587,3
109643,-6900,36,322,4619,4
194018,-9780,58,390,7459,4
409780,-11000,57,473,14125,2
53.8834,-450,94,33,5,2
99780,-5578,62,332,4346,0
83452,-2510,32,220,3450,3
214089,-10454,104,397,7827,0
109908,-6400,46,322,4619,5
32186.6,-3396.18,51,176,1922,3
96340.2,-5744.82,55,294,4249,4
8681.61,-1884.02,73,107,517,5
4368,-2367,2,62,133,0
265748,-12800,63,540,8870,3
10097,-2500,43,154,587,2
71552,-4972,63,251,3130,0
25678.3,-1970,37,166,1414,4
222066,-11301,209,426,7838,0
406874,-7600,59,473,14125,3
76085.4,-5488.13,51,262,3211,4
9710.12,-2786.67,21,138,554,4
32435.3,-4269,117,204,1692,3
75993.7,-4010,42,264,3217,3
24293,-3108,32,180,1360,0
14395.8,-2294.03,100,120,809,3
9119.28,-2010,17,102,516,4
50115.9,-3960,24,216,2677,4
39372.8,-2680,23,196,1885,3
116108,-3200,45,235,4905,2
10330.6,-2740,14,109,689,3
1720,-2661,28,104,90,0
36065.1,-4919.72,33,206,1521,0
563364,-14384,127,582,17702,0
406712,-8160,67,473,14125,4
26338.8,-2820,25,156,1364,3
73214.7,-4250,25,249,3630,2
48123,-5813,9,180,1471,0
4604.84,-1600,26,85,343,1
30855.1,-3223,126,171,1747,5
24563.3,-3133.75,33,157,1519,4
97867,-4862,40,272,4428,0
48.6943,-517,12,33,5,3
35986.7,165,33,166,1111,3
13085.6,-1686.87,17,96,804,2
52024,-5818,138,276,2755,0
12347.5,-1850.15,16,105,765,3
7285.99,-1644.19,50,93,545,3
35041.4,-4345.67,114,208,1691,4
98809,-4553,33,246,4617,0
2164.39,-590386,9,43,161,5
84271.3,-1280,19,220,3450,3
23976,-3942,9,140,1161,0
80078.6,-6380,62,272,3539,3
11211.1,-3089.86,39,156,654,4
38703.7,-3310,22,196,1885,3
29601,-4302.56,74,214,1469,4
50.0926,-575,6,33,5,2
11393,-2379,13,138,695,0
22342,-3327,29,162,1260,0
12473.7,-2522.06,88,136,619,4
46334.6,-5769.23,48,273,2061,3
7124.17,-1690.57,51,93,545,4
111386,-6200,33,322,4619,4
4738.24,-1750,22,85,343,1
74478,-5630,23,249,3630,2
7493.86,-1582.8,49,93,545,4
1404.1,-1070.43,32,52,133,3
34590.4,-4941.31,123,208,1691,0
115764,-6009,47,246,5727,0
7160.02,-1750,169,109,486,4
7129,-2802,85,129,401,0
85382,-6764,185,275,3887,0
4068.33,-1511.88,122,88,318,3
2237.16,-1048.37,21,54,165,1
57689.4,-4488.48,138,217,2904,3
10328.2,-3890,14,109,689,3
4110.37,-783,12,79,317,3
164039,-7383.22,67,352,6744,2
20535,-4457,115,189,1020,0
25460,-3303.52,31,157,1519,3
66740,-6961,58,294,2759,0
60043.9,-4550,28,247,2754,3
74407.6,-4240,34,249,3630,3
47983.7,-6380,23,215,2188,3
1325.32,-676366,33,40,100,3
162661,-9590,86,388,6290,3
34170.9,-2030,38,234,1581,3
66062.9,-4060,56,224,2192,4
516211,-11535.2,152,540,18067,4
52497.6,-6014.78,43,288,2334,5
178020,-5070,97,449,5537,2
13967.1,-2402.27,91,120,809,3
163926,-7190.75,72,352,6744,2
55545,-7223,40,246,2466,0
38699,-3815.66,39,193,2118,4
4031.48,-1940,14,79,292,4
334145,-8994,89,457,11881,0
467403,-12900,43,483,15505,3
29685,-3146,93,158,1745,0
13385,-3618,20,146,804,0
5136.48,-1290,10,79,292,2
10637.9,-2270,40,154,587,3
51373.6,-2290,44,188,2599,4
200790,-5850,71,403,6746,3
50752.1,-5750,46,234,2464,4
61750.9,-4830,28,247,2754,3
23004.5,-3040,52,182,1212,4
4245.07,-1550.08,126,88,318,2
404172,-8760,68,473,14125,4
9528.85,-2821.08,16,138,554,3
25976,-4762,24,195,1467,0
145694,-9219,48,325,6063,0
45645,-5877,34,214,2394,0
78618.5,-6000,49,272,3539,4
244773,-12400,80,540,8870,3
42267,-4607,23,225,2060,0
57.5559,-617,10,33,5,4
339786,-7780,115,462,11563,3
141507,-6353.09,174,308,6057,3
102294,-3680,50,311,3384,0
45502.4,-1560,43,234,1581,2
181770,-5290,72,403,6746,4
33265.9,-3502.94,92,176,1922,3
4331.32,-1060,13,88,292,1
28927.5,-1450,54,194,1521,5
57.5324,-677,92,33,5,4
51034.3,-4110,34,234,2464,2
242467,-7374,70,331,9131,0
227435,-13357,63,432,7588,0
79227.8,-8110,42,272,3539,3
1329.27,-619805,11,40,100,5
3252.23,-1183.64,36,71,249,3
99358,-8477,17,217,2322,0
47010.5,-5834.93,63,273,2061,4
2845.81,-1257.3,45,67,224,5
125012,-8123,36,315,5115,0
86431.6,-2560,36,220,3450,4
110790,-7599,47,302,4526,0
39266.8,-3080,20,196,1885,3
20103.2,-3322.03,79,163,1162,5
32317.7,-4261.68,122,204,1692,4
2352450,-25390,302,962,38971,0
24215.7,-1960,17,166,1111,5
4091.79,-2443.54,69,101,249,4
4130.92,-1518.64,126,88,318,2
44082,-5005,39,188,2188,0
26980.9,-3250.4,30,174,1415,4
5418.05,-1660,11,79,292,2
27535.8,-2470,24,194,1521,4
37871.3,-4219.78,131,205,1751,2
118399,-3450,51,271,4426,2
38241.5,-3585.3,41,180,2054,4
4801.42,-1460,21,85,343,1
2190.05,-1108.8,20,54,165,2
162383,-11310,283,387,5744,0
9095,-2358,45,126,583,0
161744,-8900,88,449,5537,2
77391.3,-6971.92,97,320,3466,5
23967.3,-2827.41,20,154,1252,4
74150.8,-4200,39,249,3630,2
474965,-12400,48,483,15505,3
52080.9,-5497.21,63,288,2334,5
50615.1,-4320,21,216,2677,3
10069,-3987,5,140,688,0
66792,-5781,45,240,2980,0
24208.5,-1240,13,166,1111,2
35377,-4442.03,122,208,1691,5
17405.9,-4049.67,35,183,931,1
34560.4,-3473.55,89,176,1922,4
50217,-6917,97,192,2118,0
95216,-5374,30,267,3978,0
25501.5,-3174.38,32,157,1519,2
16295,-4090,184,186,524,0
36062.8,-3660,38,196,1997,5
11041.3,-1896.96,25,102,764,4
10205,-3969,17,137,621,0
85443,-1830,21,220,3450,3
80124,-5700,55,272,3539,3
25570.1,-2650,36,156,1364,5
238010,-12172,126,509,8482,0
46260.1,-2260,51,234,1581,4
40398.1,-2574.8,68,159,2181,5
12623.8,-2891.34,15,132,806,4
115933,-1690,42,235,4905,2
12084.6,-2492.16,83,128,693,3
141347,-6196.51,168,308,6057,3
17230.3,-3818.47,69,172,973,4
30566,-4602,14,219,1360,0
174094,-11808,105,376,6866,0
159468,-7576.78,66,352,6744,2
8333.26,-1673.92,70,104,457,5
13914.2,-2405.67,97,120,809,4
37515.4,-1310.91,101,180,2054,5
9073.63,-1530,40,102,516,5
28537.9,-3436.22,32,179,1626,5
4079.1,-248,13,79,317,2
47948,-3626,35,192,2123,0
2173.43,-1107.69,20,54,165,1
51433.4,-4320,63,224,2192,2
30118,-4620,144,184,1632,0
19828.4,-3070,15,119,973,4
86442.7,-3940,20,220,3450,3
4919.66,-916,23,85,343,1
51416,-8133,181,295,2263,0
412399,-9130,57,473,14125,3
60269,-5200,31,247,2754,4
2981.46,-1271.29,49,67,224,4
38592.1,-3859.37,39,193,2118,3
517154,-11455.4,147,540,18067,4
10515.8,-2810,13,109,689,3
12033.8,-2489.82,79,128,693,2
48530,-3266,32,208,2528,0
86540,-6083,71,275,4067,0
47917.9,-4943.8,35,217,2056,0
156076,-8550,77,449,5537,2
78917.3,-6830,44,272,3539,3
14960,-3181,68,145,851,0
151596,-7137,202,308,5743,0
7647.12,-1771.55,65,104,457,2
72744.7,-5541.44,28,262,3211,4
2982.43,-1143.6,36,71,249,3
8057,-2065,25,120,518,0
27250,-3196,267,161,1626,0
31914,-5152,101,229,1639,0
350115,-11557,70,508,11734,0
7601.68,-2120,19,102,516,4
104475,-8409,168,350,4525,0
34987.2,-4457.36,120,208,1691,4
5255.17,-2144.24,60,107,346,3
37083.8,5470,11,196,1885,3
39139.9,-3550,15,196,1885,3
411592,-7920,68,473,14125,2
20456.2,-3460.84,100,163,1162,4
31433.7,146,40,166,1111,4
50282.2,-2520,42,188,2599,3
1324.74,-719.74,35,40,100,4
41357.8,-3076.22,97,159,2181,3
117545,-3190,44,235,4905,3
9399.1,-2657.49,96,130,490,2
51015,-472,8,33,5,1
7299.39,-1629.82,46,93,545,4
38387.9,-3707.14,36,180,2054,5
11996.9,-1832.35,5,105,765,2
1566640,-96449,163,874,37040,0
4134.41,-1521.63,128,88,318,2
28950.3,-3329.76,30,179,1626,4
10286,-1392,22,109,654,0
52395.3,-6014.1,57,288,2334,5
42554.6,1340,44,234,1581,2
52000.3,-3120,31,188,2599,4
26122,-5641,60,168,1463,0
7308.62,-1784.71,66,104,457,4
75999.8,-4760,43,264,3217,3
10873.8,-2077.51,26,102,764,4
36296.5,-3120,43,196,1997,5
22959,-1909,14,157,1358,0
117057,-5120,55,271,4426,3
414394,-9480,62,473,14125,3
222642,-12356,82,451,7707,0
58455,-6627,127,250,2534,0
273815,-9939,263,459,10533,0
43705,-4264,131,193,2254,0
10343.2,-2770,15,109,689,3
1455.42,-965416,39,52,133,2
411732,-7720,63,473,14125,4
17489,-3214,93,159,936,0
52102.3,-2490,26,188,2599,3
1320.67,-791421,16,51,102,4
231627,-4317,60,344,7701,0
38794.8,-3870,41,196,1997,4
74479.8,-3790,23,249,3630,2
34427.9,-4476.76,130,208,1691,4
8055,-3990,20,139,490,0
26098,-2148,34,149,1362,0
115494,-3680,53,271,4426,2
48353.8,46600,30,166,1414,3
14346.7,-2884.9,22,148,729,4
6901.54,-2172.71,39,110,397,0
3027,-2085,11,108,187,0
71793.9,-5626.26,44,262,3211,5
33602.2,-3400.28,94,176,1922,4
17877,-4436,60,145,968,0
4964.52,-1950,7,79,292,3
13324,-1569.4,17,96,804,2
13927.1,-2835.55,24,148,729,5
24082,-5178,43,135,1020,0
277026,-8123,87,420,7714,0
13459.7,-1566.71,18,96,804,2
1995.69,-1065.92,5,63,166,3
161512,-10500,97,388,6290,3
304987,-10969,107,426,11419,0
9472.16,-2482.93,25,123,621,3
115828,-3350,64,271,4426,3
6505,-2640,19,112,460,0
52735.4,-4530,21,216,2677,3
158979,-8631,59,354,6405,0
4298.05,-1484.78,127,88,318,2
35280,-5615,51,180,1992,0
51591,-477,92,33,5,4
59476.4,-6540,32,247,2754,2
640365,-13217,123,656,15886,0
292520,-9360,53,400,9270,0
7534.34,-1459.57,34,93,545,5
39135.9,-3653.29,45,180,2054,5
60137.6,-5930,36,247,2754,2
476602,-12300,47,483,15505,3
545495,-15120,122,691,16964,0
11414.9,-1915.97,22,102,764,4
3942.84,-2353.95,72,101,249,4
11076.8,-1901.77,19,102,764,4
219143,-11177,66,452,8092,0
196975,-10482,42,378,7462,0
